mechanism,seed,final_reserve,average_reserve,liquidity_crisis,time_to_crisis,steps_survived,total_withdrawal,average_reward,social_welfare,mean_absolute_reward_gap,reward_std,reward_range,total_messages,total_rounds,wall_time_seconds,debate_override_rate,reward_per_department,reward_profit,reward_sustainability,reward_balanced,reward_risk_averse,recovery_noise_std,shock_probability,composition,leader_index,leader_name,leader_role
structured_debate,9,1.824890988721469,48.37817186756846,True,34.0,35,303.0,49.97533167391488,249.8766583695744,23.200484460323878,21.485118204548375,51.0,525,70,0.0011861929997394327,0.6285714285714286,"{'Growth Department': 77.0, 'Trading/Opportunity Team': 74.0, 'Compliance Department': 26.0, 'Operations Department': 41.8796862465986, 'Risk Department': 30.996972122975777}",75.5,26.0,41.8796862465986,30.996972122975777,0.05,0.05,standard,,,
independent,0,1.0976743872556263,36.600500703306615,True,14.0,15,137.0,13.416408902382788,67.08204451191394,21.270385436132987,19.233113141196718,50.0,0,0,0.0004311240008973982,0.0,"{'Growth Department': 36.0, 'Trading/Opportunity Team': 34.0, 'Compliance Department': -14.0, 'Operations Department': 1.0600910241688215, 'Risk Department': 10.021953487745112}",35.0,-14.0,1.0600910241688215,10.021953487745112,0.05,0.1,standard,,,
independent,1,1.0108493777447443,43.115327807535195,True,19.0,20,191.0,25.60940876253492,128.0470438126746,21.43570770798085,19.617427719133914,50.0,0,0,0.0005299980002746452,0.0,"{'Growth Department': 50.0, 'Trading/Opportunity Team': 47.0, 'Compliance Department': 0.0, 'Operations Department': 13.026826825119702, 'Risk Department': 18.0202169875549}",48.5,0.0,13.026826825119702,18.0202169875549,0.05,0.1,standard,,,
independent,2,0.0,37.506764682211426,True,22.0,23,217.0,27.446037128679144,137.2301856433957,27.323170297056684,24.801984998144647,64.0,0,0,0.0005972069993731566,0.0,"{'Growth Department': 54.0, 'Trading/Opportunity Team': 58.0, 'Compliance Department': -6.0, 'Operations Department': 11.230185643395707, 'Risk Department': 20.000000000000004}",56.0,-6.0,11.230185643395707,20.000000000000004,0.05,0.1,standard,,,
independent,3,3.380237681554563,43.535320900813275,True,24.0,25,241.0,35.02909780507126,175.1454890253563,25.109183239419025,23.71346340031547,58.0,0,0,0.0005670889986504335,0.0,"{'Growth Department': 66.0, 'Trading/Opportunity Team': 61.0, 'Compliance Department': 8.0, 'Operations Department': 20.07788427172522, 'Risk Department': 20.067604753631095}",63.5,8.0,20.07788427172522,20.067604753631095,0.05,0.1,standard,,,
independent,4,1.5529732315365088,38.0142733620173,True,22.0,23,214.0,27.942743577239405,139.71371788619703,26.6107746525494,24.354249351702048,60.0,0,0,0.000539423999725841,0.0,"{'Growth Department': 55.0, 'Trading/Opportunity Team': 58.0, 'Compliance Department': -2.0, 'Operations Department': 8.682658421566295, 'Risk Department': 20.031059464630733}",56.5,-2.0,8.682658421566295,20.031059464630733,0.05,0.1,standard,,,
independent,5,0.0,42.75588152191636,True,14.0,15,147.0,17.41645581609244,87.0822790804622,18.08,16.66224620900645,43.0,0,0,0.00036647699744207785,0.0,"{'Growth Department': 37.0, 'Trading/Opportunity Team': 36.0, 'Compliance Department': -6.0, 'Operations Department': 11.082279080462207, 'Risk Department': 8.999999999999998}",36.5,-6.0,11.082279080462207,8.999999999999998,0.05,0.1,standard,,,
independent,6,4.043284633243145,41.28344285354797,True,24.0,25,242.0,34.76142628831765,173.80713144158827,27.563797480172262,26.24449561483781,60.0,0,0,0.0005150399992999155,0.0,"{'Growth Department': 66.0, 'Trading/Opportunity Team': 67.0, 'Compliance Department': 7.0, 'Operations Department': 13.726265748923385, 'Risk Department': 20.080865692664865}",66.5,7.0,13.726265748923385,20.080865692664865,0.05,0.1,standard,,,
independent,7,0.0,42.85058558761021,True,18.0,19,179.0,22.01707737038554,110.0853868519277,23.18633810369157,21.222424688453113,55.0,0,0,0.0004222880015731789,0.0,"{'Growth Department': 48.0, 'Trading/Opportunity Team': 45.0, 'Compliance Department': -7.0, 'Operations Department': 10.085386851927701, 'Risk Department': 13.999999999999996}",46.5,-7.0,10.085386851927701,13.999999999999996,0.05,0.1,standard,,,
independent,8,3.27107914037024,44.91022637167329,True,19.0,20,200.0,29.918100865154884,149.59050432577442,19.91598676112528,18.756891335742058,45.0,0,0,0.0004533930004981812,0.0,"{'Growth Department': 51.0, 'Trading/Opportunity Team': 54.0, 'Compliance Department': 9.0, 'Operations Department': 16.525082742967015, 'Risk Department': 19.065421582807407}",52.5,9.0,16.525082742967015,19.065421582807407,0.05,0.1,standard,,,
independent,9,4.969981871606519,43.708549212940774,True,16.0,17,167.0,22.285418234164062,111.42709117082032,18.224096058010858,16.96245680650368,42.0,0,0,0.00039116100015235133,0.0,"{'Growth Department': 44.0, 'Trading/Opportunity Team': 41.0, 'Compliance Department': 2.0, 'Operations Department': 13.32769153338819, 'Risk Department': 11.099399637432132}",42.5,2.0,13.32769153338819,11.099399637432132,0.05,0.1,standard,,,
voting,0,2.9096896099212577,36.24670609239421,True,9.0,10,110.0,10.249970420220414,51.24985210110207,8.289334670575416,7.9422043313282265,20.0,50,10,0.00042300600034650415,1.0,"{'Growth Department': 17.0, 'Trading/Opportunity Team': 17.0, 'Compliance Department': -3.0, 'Operations Department': 5.191658308903646, 'Risk Department': 15.058193792198423}",17.0,-3.0,5.191658308903646,15.058193792198423,0.05,0.1,standard,,,
voting,1,0.0,36.95606236250469,True,19.0,20,190.0,25.353532628783324,126.76766314391662,9.153763433655989,8.747841519551788,21.105510730174963,100,20,0.0006350340008793864,1.0,"{'Growth Department': 33.0, 'Trading/Opportunity Team': 33.0, 'Compliance Department': 18.0, 'Operations Department': 11.894489269825037, 'Risk Department': 30.873173874091577}",33.0,18.0,11.894489269825037,30.873173874091577,0.05,0.1,standard,,,
voting,2,0.0,30.368120089810052,True,17.0,18,175.0,17.648526167918966,88.24263083959484,15.131483772245156,14.633894598702698,35.0,90,18,0.0005655059976561461,1.0,"{'Growth Department': 30.0, 'Trading/Opportunity Team': 30.0, 'Compliance Department': -5.0, 'Operations Department': 5.42822642346777, 'Risk Department': 27.81440441612707}",30.0,-5.0,5.42822642346777,27.81440441612707,0.05,0.1,standard,,,
voting,3,3.837859794820334,35.29659411417006,True,24.0,25,230.0,32.0000028255813,160.0000141279065,11.30618979567057,10.948174170282718,27.83184311147053,125,25,0.0007071990003169049,1.0,"{'Growth Department': 41.0, 'Trading/Opportunity Team': 41.0, 'Compliance Department': 26.0, 'Operations Department': 13.16815688852947, 'Risk Department': 38.83185723937702}",41.0,26.0,13.16815688852947,38.83185723937702,0.05,0.1,standard,,,
voting,4,2.263179894712964,28.66359930702912,True,22.0,23,195.0,14.047421393713995,70.23710696856998,26.03654870930258,25.728436291748288,65.0,115,23,0.000641645001451252,1.0,"{'Growth Department': 34.0, 'Trading/Opportunity Team': 34.0, 'Compliance Department': -31.0, 'Operations Department': 1.2715705668588484, 'Risk Department': 31.96553640171112}",34.0,-31.0,1.2715705668588484,31.96553640171112,0.05,0.1,standard,,,
voting,5,0.0,38.90900937115436,True,11.0,12,135.0,16.092437102562748,80.46218551281373,6.790529229069184,6.475718282616241,15.0,60,12,0.0003891079977620393,1.0,"{'Growth Department': 22.0, 'Trading/Opportunity Team': 22.0, 'Compliance Department': 7.0, 'Operations Department': 9.559192318317603, 'Risk Department': 19.90299319449614}",22.0,7.0,9.559192318317603,19.90299319449614,0.05,0.1,standard,,,
voting,6,2.503596324735481,33.059145144207164,True,36.0,37,300.0,39.96371352864229,199.81856764321142,18.262496257774576,17.60193054840605,42.07030080554554,185,37,0.000923314000829123,1.0,"{'Growth Department': 55.0, 'Trading/Opportunity Team': 55.0, 'Compliance Department': 25.0, 'Operations Department': 12.929699194454457, 'Risk Department': 51.88886844875696}",55.0,25.0,12.929699194454457,51.88886844875696,0.05,0.1,standard,,,
voting,7,2.451245447696671,36.17485651598059,True,18.0,19,170.0,18.474547338830966,92.37273669415484,12.88569817564375,12.427072509048804,30.0,95,19,0.0005173429999558721,1.0,"{'Growth Department': 29.0, 'Trading/Opportunity Team': 29.0, 'Compliance Department': -1.0, 'Operations Department': 8.464386402226559, 'Risk Department': 26.90835029192828}",29.0,-1.0,8.464386402226559,26.90835029192828,0.05,0.1,standard,,,
voting,8,2.2654355755183735,34.66452601351834,True,27.0,28,240.0,31.484025481883002,157.42012740941502,13.62889177625934,13.217677947734042,30.09028680081044,140,28,0.0007957430025271606,1.0,"{'Growth Department': 43.0, 'Trading/Opportunity Team': 43.0, 'Compliance Department': 18.0, 'Operations Department': 12.909713199189563, 'Risk Department': 40.51041421022544}",43.0,18.0,12.909713199189563,40.51041421022544,0.05,0.1,standard,,,
voting,9,0.0,38.801089794233135,True,14.0,15,160.0,19.487769407663244,97.43884703831621,8.862814127926358,8.478990563632278,20.0,75,15,0.0005008270018151961,1.0,"{'Growth Department': 27.0, 'Trading/Opportunity Team': 27.0, 'Compliance Department': 7.0, 'Operations Department': 11.607411700460265, 'Risk Department': 24.83143533785595}",27.0,7.0,11.607411700460265,24.83143533785595,0.05,0.1,standard,,,
adaptive_voting,0,62.76732721565547,55.44326837458795,False,,100,595.0,114.36755025961558,571.8377512980779,6.2186424299898,6.2441577751104616,15.704266485514182,500,100,0.0026652550004655495,1.0,"{'Growth Department': 119.0, 'Trading/Opportunity Team': 119.0, 'Compliance Department': 119.0, 'Operations Department': 103.29573351448582, 'Risk Department': 111.54201778359212}",119.0,119.0,103.29573351448582,111.54201778359212,0.05,0.1,standard,,,
adaptive_voting,1,59.67569461413923,54.91331920787293,False,,100,630.0,121.04102390050487,605.2051195025243,6.889698113513571,7.11771792829158,18.265732711984157,500,100,0.002943860999948811,1.0,"{'Growth Department': 126.0, 'Trading/Opportunity Team': 126.0, 'Compliance Department': 126.0, 'Operations Department': 107.73426728801584, 'Risk Department': 119.4708522145085}",126.0,126.0,107.73426728801584,119.4708522145085,0.05,0.1,standard,,,
adaptive_voting,2,2.671333882161143,44.76300011025865,True,52.0,53,350.0,48.48289566869319,242.41447834346596,19.692169632187728,18.842968575002477,45.0,265,53,0.0018625720003910828,1.0,"{'Growth Department': 65.0, 'Trading/Opportunity Team': 65.0, 'Compliance Department': 20.0, 'Operations Department': 31.923939798826694, 'Risk Department': 60.49053854463927}",65.0,20.0,31.923939798826694,60.49053854463927,0.05,0.1,standard,,,
adaptive_voting,3,46.541034167564646,63.06947979880364,False,,100,675.0,133.29211587519472,666.4605793759736,2.4619976102552754,2.652256827591905,6.848064440069038,500,100,0.0032262130007438827,1.0,"{'Growth Department': 135.0, 'Trading/Opportunity Team': 135.0, 'Compliance Department': 135.0, 'Operations Department': 133.3086438160426, 'Risk Department': 128.15193555993096}",135.0,135.0,133.3086438160426,128.15193555993096,0.05,0.1,standard,,,
adaptive_voting,4,47.031640922362406,61.9665141459163,False,,100,675.0,133.45051270606118,667.2525635303059,2.2921826315725182,2.555023996477988,6.578704977634146,500,100,0.003241910999349784,1.0,"{'Growth Department': 135.0, 'Trading/Opportunity Team': 135.0, 'Compliance Department': 135.0, 'Operations Department': 133.83126850794005, 'Risk Department': 128.42129502236585}",135.0,135.0,133.83126850794005,128.42129502236585,0.05,0.1,standard,,,
adaptive_voting,5,52.752624028144474,56.093877058132904,False,,100,630.0,120.83388694490841,604.169434724542,7.113093150008187,7.285548894887465,18.62626691209323,500,100,0.0033337499990011565,1.0,"{'Growth Department': 126.0, 'Trading/Opportunity Team': 126.0, 'Compliance Department': 126.0, 'Operations Department': 107.37373308790677, 'Risk Department': 118.79570163663529}",126.0,126.0,107.37373308790677,118.79570163663529,0.05,0.1,standard,,,
adaptive_voting,6,63.876554357163215,59.803408256526566,False,,100,675.0,133.1263475807344,665.631737903672,2.610968853306163,2.7055602947403656,6.950293236835535,500,100,0.0035489590009092353,1.0,"{'Growth Department': 135.0, 'Trading/Opportunity Team': 135.0, 'Compliance Department': 135.0, 'Operations Department': 132.58203114050755, 'Risk Department': 128.04970676316447}",135.0,135.0,132.58203114050755,128.04970676316447,0.05,0.1,standard,,,
adaptive_voting,7,47.14150638133371,60.625203785473005,False,,100,660.0,129.34850016866625,646.7425008433313,3.192648955546306,3.2476939760249603,6.69655681549574,500,100,0.003539858997100964,1.0,"{'Growth Department': 132.0, 'Trading/Opportunity Team': 132.0, 'Compliance Department': 132.0, 'Operations Department': 125.30344318450426, 'Risk Department': 125.43905765882707}",132.0,132.0,125.30344318450426,125.43905765882707,0.05,0.1,standard,,,
adaptive_voting,8,1.5111736878876663,49.01179077939827,True,82.0,83,545.0,83.425601084399,417.12800542199506,24.335961993907894,23.298837779000696,55.0,415,83,0.003026444999704836,1.0,"{'Growth Department': 104.0, 'Trading/Opportunity Team': 104.0, 'Compliance Department': 49.0, 'Operations Department': 61.90023753807567, 'Risk Department': 98.22776788391941}",104.0,49.0,61.90023753807567,98.22776788391941,0.05,0.1,standard,,,
adaptive_voting,9,2.6051819877290816,41.94545142394404,True,39.0,40,265.0,35.95569946495838,179.77849732479189,13.883531281094706,13.441104602044096,30.0,200,40,0.0015084420010680333,1.0,"{'Growth Department': 48.0, 'Trading/Opportunity Team': 48.0, 'Compliance Department': 18.0, 'Operations Department': 21.227929493158086, 'Risk Department': 44.550567831633806}",48.0,18.0,21.227929493158086,44.550567831633806,0.05,0.1,standard,,,
centralized_profit,0,0.9563872861888063,34.107306760021046,True,19.0,20,165.0,17.613507249788384,88.06753624894192,22.8722546394851,20.742901397436306,51.0,120,20,0.0009697070017864462,0.5,"{'Growth Department': 42.0, 'Trading/Opportunity Team': 40.0, 'Compliance Department': -9.0, 'Operations Department': -0.9515914967818633, 'Risk Department': 16.01912774572378}",41.0,-9.0,-0.9515914967818633,16.01912774572378,0.05,0.1,standard,0.0,Growth Department,profit
centralized_profit,1,4.698255062256852,41.97935284170815,True,24.0,25,218.0,30.208933010679488,151.04466505339744,21.764191285321708,19.89235465766701,50.0,150,25,0.0011049270033254288,0.4,"{'Growth Department': 55.0, 'Trading/Opportunity Team': 52.0, 'Compliance Department': 5.0, 'Operations Department': 15.97380446673931, 'Risk Department': 23.070860586658128}",53.5,5.0,15.97380446673931,23.070860586658128,0.05,0.1,standard,0.0,Growth Department,profit
centralized_profit,2,1.3951255132423626,42.025935715325744,True,26.0,27,238.0,35.18222048663696,175.9111024331848,21.743278034752404,20.895769230174835,46.0,162,27,0.0012070880002283957,0.4074074074074074,"{'Growth Department': 61.0, 'Trading/Opportunity Team': 60.0, 'Compliance Department': 15.0, 'Operations Department': 16.104512282797472, 'Risk Department': 23.80659015038732}",60.5,15.0,16.104512282797472,23.80659015038732,0.05,0.1,standard,0.0,Growth Department,profit
centralized_profit,3,0.0,40.27675165092085,True,34.0,35,303.0,44.071431497073014,220.35715748536506,30.48463950470703,28.631412193404987,67.0,210,35,0.001410650998877827,0.42857142857142855,"{'Growth Department': 80.0, 'Trading/Opportunity Team': 77.0, 'Compliance Department': 13.0, 'Operations Department': 20.47100309558106, 'Risk Department': 29.886154389784007}",78.5,13.0,20.47100309558106,29.886154389784007,0.05,0.1,standard,0.0,Growth Department,profit
centralized_profit,4,1.7500416546218318,40.23189707900366,True,30.0,31,263.0,37.17981387542241,185.89906937711206,27.027870565426642,24.918550493609693,60.0,186,31,0.0013325130021257792,0.5161290322580645,"{'Growth Department': 67.0, 'Trading/Opportunity Team': 66.0, 'Compliance Department': 7.0, 'Operations Department': 17.075808966083493, 'Risk Department': 28.823260411028574}",66.5,7.0,17.075808966083493,28.823260411028574,0.05,0.1,standard,0.0,Growth Department,profit
centralized_profit,5,0.0,43.24184128806058,True,14.0,15,145.0,17.1039285739984,85.519642869992,17.6,16.17393154758584,42.0,90,15,0.0008618249994469807,0.06666666666666667,"{'Growth Department': 36.0, 'Trading/Opportunity Team': 35.0, 'Compliance Department': -6.0, 'Operations Department': 11.519642869992001, 'Risk Department': 9.0}",35.5,-6.0,11.519642869992001,9.0,0.05,0.1,standard,0.0,Growth Department,profit
centralized_profit,6,0.0,40.45052014603638,True,35.0,36,310.0,44.73114417628728,223.6557208814364,31.996724385952003,29.930693144796624,70.0,216,36,0.001380035999318352,0.4722222222222222,"{'Growth Department': 81.0, 'Trading/Opportunity Team': 80.0, 'Compliance Department': 11.0, 'Operations Department': 20.020472587799986, 'Risk Department': 31.6352482936364}",80.5,11.0,20.020472587799986,31.6352482936364,0.05,0.1,standard,0.0,Growth Department,profit
centralized_profit,7,1.2487956493747827,43.34425885728536,True,20.0,21,184.0,24.8833535887222,124.416767943611,18.81378838553576,17.603767647842314,42.0,126,21,0.000805072999355616,0.42857142857142855,"{'Growth Department': 47.0, 'Trading/Opportunity Team': 45.0, 'Compliance Department': 5.0, 'Operations Department': 11.413822590401502, 'Risk Department': 16.002945353209505}",46.0,5.0,11.413822590401502,16.002945353209505,0.05,0.1,standard,0.0,Growth Department,profit
centralized_profit,8,0.7135377484510599,40.74676302579932,True,26.0,27,239.0,33.914441291401815,169.5722064570091,24.857189248199365,22.99604079006243,55.0,162,27,0.001080071997421328,0.4074074074074074,"{'Growth Department': 61.0, 'Trading/Opportunity Team': 61.0, 'Compliance Department': 6.0, 'Operations Department': 15.642567198753959, 'Risk Department': 25.92963925825512}",61.0,6.0,15.642567198753959,25.92963925825512,0.05,0.1,standard,0.0,Growth Department,profit
centralized_profit,9,3.1426814990475584,44.10361565114695,True,17.0,18,167.0,23.27335931220681,116.36679656103405,15.35201274854292,14.628241566481817,34.0,108,18,0.0007487069997296203,0.3333333333333333,"{'Growth Department': 42.0, 'Trading/Opportunity Team': 40.0, 'Compliance Department': 8.0, 'Operations Department': 14.316876239427305, 'Risk Department': 12.049920321606741}",41.0,8.0,14.316876239427305,12.049920321606741,0.05,0.1,standard,0.0,Growth Department,profit
centralized_sustainability,0,64.74123340989163,60.11586928093869,False,,100,575.0,112.2116898800758,561.058449400379,7.978215878064495,8.179588157197347,20.922298638282157,600,100,0.0037615150031342637,0.99,"{'Growth Department': 118.0, 'Trading/Opportunity Team': 118.0, 'Compliance Department': 118.0, 'Operations Department': 109.98074803866122, 'Risk Department': 97.07770136171784}",118.0,118.0,109.98074803866122,97.07770136171784,0.05,0.1,standard,2.0,Compliance Department,sustainability
centralized_sustainability,1,59.87377526013674,66.37077629446027,False,,100,593.0,117.48644573040318,587.4322286520159,8.821686831354937,10.076849986814858,26.567771347984177,600,100,0.005236957000306575,0.97,"{'Growth Department': 123.0, 'Trading/Opportunity Team': 121.0, 'Compliance Department': 124.0, 'Operations Department': 122.0, 'Risk Department': 97.43222865201582}",122.0,124.0,122.0,97.43222865201582,0.05,0.1,standard,2.0,Compliance Department,sustainability
centralized_sustainability,2,58.91668589610855,59.7736174184154,False,,100,588.0,114.89342857578393,574.4671428789196,10.404051731289222,10.21997336196023,26.492466199477207,600,100,0.004140526001719991,0.95,"{'Growth Department': 121.0, 'Trading/Opportunity Team': 123.0, 'Compliance Department': 123.0, 'Operations Department': 110.95960907839678, 'Risk Department': 96.5075338005228}",122.0,123.0,110.95960907839678,96.5075338005228,0.05,0.1,standard,2.0,Compliance Department,sustainability
centralized_sustainability,3,59.719379918686,67.25942898156406,False,,100,631.0,125.01690643579107,625.0845321789553,12.452949702734294,14.06607204965142,36.91546782104467,600,100,0.0035896049994335044,0.96,"{'Growth Department': 133.0, 'Trading/Opportunity Team': 132.0, 'Compliance Department': 134.0, 'Operations Department': 129.0, 'Risk Department': 97.08453217895533}",132.5,134.0,129.0,97.08453217895533,0.05,0.1,standard,2.0,Compliance Department,sustainability
centralized_sustainability,4,63.63673830155322,66.42143303322112,False,,100,629.0,124.77168337301332,623.8584168650666,12.365306603178691,14.090337532717772,36.14158313493341,600,100,0.0035989300013170578,0.95,"{'Growth Department': 133.0, 'Trading/Opportunity Team': 133.0, 'Compliance Department': 133.0, 'Operations Department': 128.0, 'Risk Department': 96.85841686506659}",133.0,133.0,128.0,96.85841686506659,0.05,0.1,standard,2.0,Compliance Department,sustainability
centralized_sustainability,5,67.37252746272088,64.2277772399343,False,,100,591.0,116.3839888528804,581.919944264402,9.434418500354607,10.314421066650478,26.88505989161831,600,100,0.003482510001049377,0.99,"{'Growth Department': 122.0, 'Trading/Opportunity Team': 123.0, 'Compliance Department': 123.0, 'Operations Department': 117.80500415602033, 'Risk Department': 96.11494010838169}",122.5,123.0,117.80500415602033,96.11494010838169,0.05,0.1,standard,2.0,Compliance Department,sustainability
centralized_sustainability,6,68.78527251029642,67.32454112178247,False,,100,621.0,123.100246350653,615.501231753265,9.759605838955203,11.341466624437912,29.49876824673501,600,100,0.0034932130001834594,0.97,"{'Growth Department': 129.0, 'Trading/Opportunity Team': 129.0, 'Compliance Department': 130.0, 'Operations Department': 127.0, 'Risk Department': 100.50123175326499}",129.0,130.0,127.0,100.50123175326499,0.05,0.1,standard,2.0,Compliance Department,sustainability
centralized_sustainability,7,60.23238416629812,66.21247969018127,False,,100,618.0,122.41677834798845,612.0838917399423,12.004307856820594,12.700400236227392,33.1108158450709,600,100,0.003473638997093076,0.97,"{'Growth Department': 130.0, 'Trading/Opportunity Team': 131.0, 'Compliance Department': 131.0, 'Operations Department': 122.19470758501309, 'Risk Department': 97.8891841549291}",130.5,131.0,122.19470758501309,97.8891841549291,0.05,0.1,standard,2.0,Compliance Department,sustainability
centralized_sustainability,8,61.82071481241411,61.736739816025896,False,,100,609.0,119.25977640821323,596.2988820410661,11.528321473218405,11.593504248425266,30.350891248681137,600,100,0.0035253549976914655,0.95,"{'Growth Department': 126.0, 'Trading/Opportunity Team': 128.0, 'Compliance Department': 128.0, 'Operations Department': 116.64977328974724, 'Risk Department': 97.64910875131886}",127.0,128.0,116.64977328974724,97.64910875131886,0.05,0.1,standard,2.0,Compliance Department,sustainability
centralized_sustainability,9,72.12311807866946,64.2741169873089,False,,100,600.0,118.59452766624796,592.9726383312398,9.440061689661126,10.408867546688608,27.97302389162172,600,100,0.003547488999174675,0.97,"{'Growth Department': 125.0, 'Trading/Opportunity Team': 122.0, 'Compliance Department': 126.0, 'Operations Department': 121.9456622228614, 'Risk Department': 98.02697610837828}",123.5,126.0,121.9456622228614,98.02697610837828,0.05,0.1,standard,2.0,Compliance Department,sustainability
centralized_risk_averse,0,68.22938891585679,64.25337018683956,False,,100,553.0,109.0644018707687,545.3220093538436,3.573276268905297,3.32358555644616,8.0,600,100,0.0035365510011615697,0.96,"{'Growth Department': 113.0, 'Trading/Opportunity Team': 113.0, 'Compliance Department': 105.0, 'Operations Department': 107.65498603450162, 'Risk Department': 106.6670233193419}",113.0,105.0,107.65498603450162,106.6670233193419,0.05,0.1,standard,4.0,Risk Department,risk_averse
centralized_risk_averse,1,68.78875728189463,69.77100561388752,False,,100,539.0,106.88832853864965,534.4416426932482,2.4893371690802724,2.252382068793206,6.0,600,100,0.0034712529995886143,0.96,"{'Growth Department': 110.0, 'Trading/Opportunity Team': 109.0, 'Compliance Department': 104.0, 'Operations Department': 106.0, 'Risk Department': 105.4416426932483}",109.5,104.0,106.0,105.4416426932483,0.05,0.1,standard,4.0,Risk Department,risk_averse
centralized_risk_averse,2,50.45944541063959,59.80708159951698,False,,100,568.0,109.50317260153297,547.5158630076648,7.789060663898126,7.110491031249985,19.340814574681644,600,100,0.003555767998477677,0.95,"{'Growth Department': 116.0, 'Trading/Opportunity Team': 117.0, 'Compliance Department': 106.0, 'Operations Department': 97.65918542531836, 'Risk Department': 110.85667758234649}",116.5,106.0,97.65918542531836,110.85667758234649,0.05,0.1,standard,4.0,Risk Department,risk_averse
centralized_risk_averse,3,67.94676037802161,74.34950554919968,False,,100,533.0,105.80902896834736,529.0451448417368,2.2327768253221167,2.0317041622803242,5.0,600,100,0.003213575000700075,0.98,"{'Growth Department': 108.0, 'Trading/Opportunity Team': 108.0, 'Compliance Department': 103.0, 'Operations Department': 106.0, 'Risk Department': 104.04514484173677}",108.0,103.0,106.0,104.04514484173677,0.05,0.1,standard,4.0,Risk Department,risk_averse
centralized_risk_averse,4,68.15732039948098,73.32203066027866,False,,100,542.0,107.63966715873316,538.1983357936658,1.92,1.9285639802665953,4.0,600,100,0.0034909280002466403,0.97,"{'Growth Department': 110.0, 'Trading/Opportunity Team': 110.0, 'Compliance Department': 106.0, 'Operations Department': 106.0, 'Risk Department': 106.1983357936658}",110.0,106.0,106.0,106.1983357936658,0.05,0.1,standard,4.0,Risk Department,risk_averse
centralized_risk_averse,5,68.9117357373565,69.2036064486087,False,,100,537.0,106.17486947506343,530.8743473753171,2.425922823827077,2.335336452431591,5.081008824459616,600,100,0.0034223930015286896,0.97,"{'Growth Department': 109.0, 'Trading/Opportunity Team': 109.0, 'Compliance Department': 104.0, 'Operations Department': 104.95535619977676, 'Risk Department': 103.91899117554038}",109.0,104.0,104.95535619977676,103.91899117554038,0.05,0.1,standard,4.0,Risk Department,risk_averse
centralized_risk_averse,6,76.21090681504154,70.42547180381843,False,,100,567.0,112.5257911051066,562.628955525533,4.0,3.715193228408245,11.0,600,100,0.003637584999523824,0.95,"{'Growth Department': 117.0, 'Trading/Opportunity Team': 115.0, 'Compliance Department': 106.0, 'Operations Department': 112.0, 'Risk Department': 112.62895552553297}",116.0,106.0,112.0,112.62895552553297,0.05,0.1,standard,4.0,Risk Department,risk_averse
centralized_risk_averse,7,72.34474149620193,72.21023689819677,False,,100,543.0,107.80304890416748,539.0152445208374,1.917560876666014,1.8300440235861957,4.0,600,100,0.0038027320006222,0.97,"{'Growth Department': 110.0, 'Trading/Opportunity Team': 110.0, 'Compliance Department': 106.0, 'Operations Department': 107.0, 'Risk Department': 106.01524452083741}",110.0,106.0,107.0,106.01524452083741,0.05,0.1,standard,4.0,Risk Department,risk_averse
centralized_risk_averse,8,69.33010898283479,68.61565543794684,False,,100,556.0,110.13917427840461,550.695871392023,3.2486605772763166,2.9530968161337605,8.0,600,100,0.0036465239973040298,0.96,"{'Growth Department': 113.0, 'Trading/Opportunity Team': 114.0, 'Compliance Department': 106.0, 'Operations Department': 109.0, 'Risk Department': 108.69587139202302}",113.5,106.0,109.0,108.69587139202302,0.05,0.1,standard,4.0,Risk Department,risk_averse
centralized_risk_averse,9,73.78703286993318,67.27589600454874,False,,100,558.0,110.06173812839945,550.3086906419973,3.600410733142594,3.202480528116379,9.0,600,100,0.004865114999120124,0.95,"{'Growth Department': 115.0, 'Trading/Opportunity Team': 112.0, 'Compliance Department': 106.0, 'Operations Department': 107.49743291785879, 'Risk Department': 109.81125772413851}",113.5,106.0,107.49743291785879,109.81125772413851,0.05,0.1,standard,4.0,Risk Department,risk_averse
structured_debate,0,2.390051609652657,37.61208144730025,True,16.0,17,149.0,15.588717485864342,77.94358742932171,21.936674176459416,19.837857502786868,51.0,255,34,0.0018292300010216422,0.17647058823529413,"{'Growth Department': 39.0, 'Trading/Opportunity Team': 37.0, 'Compliance Department': -12.0, 'Operations Department': 1.89578639712866, 'Risk Department': 12.047801032193053}",38.0,-12.0,1.89578639712866,12.047801032193053,0.05,0.1,standard,,,
structured_debate,1,0.0,42.46049315081295,True,27.0,28,238.0,33.01587032260257,165.07935161301285,22.892760713452432,21.07416469113777,56.0,420,56,0.0027840700022352394,0.5,"{'Growth Department': 59.0, 'Trading/Opportunity Team': 55.0, 'Compliance Department': 3.0, 'Operations Department': 24.159106072090545, 'Risk Department': 23.92024554092232}",57.0,3.0,24.159106072090545,23.92024554092232,0.05,0.1,standard,,,
structured_debate,2,4.311282227637456,46.2833668922769,True,31.0,32,269.0,42.273010219105856,211.36505109552928,20.97343338503487,18.871654568563045,49.0,480,64,0.0038278380015981384,0.65625,"{'Growth Department': 61.0, 'Trading/Opportunity Team': 67.0, 'Compliance Department': 18.0, 'Operations Department': 37.449009751997224, 'Risk Department': 27.916041343532086}",64.0,18.0,37.449009751997224,27.916041343532086,0.05,0.1,standard,,,
