mechanism,seed,final_reserve,average_reserve,liquidity_crisis,time_to_crisis,steps_survived,total_withdrawal,average_reward,social_welfare,mean_absolute_reward_gap,reward_std,reward_range,total_messages,total_rounds,wall_time_seconds,debate_override_rate,reward_per_department,reward_profit,reward_sustainability,reward_balanced,reward_risk_averse,recovery_noise_std,shock_probability,composition,leader_index,leader_name,leader_role
voting,7,4.987200824670925,36.96580126447079,True,71.0,72,550.0,85.80836935790595,429.0418467895297,24.333484849958317,23.70112497615711,61.04214015611974,360,72,0.0017319879989372566,1.0,"{'Growth Department': 105.0, 'Trading/Opportunity Team': 105.0, 'Compliance Department': 75.0, 'Operations Department': 43.95785984388026, 'Risk Department': 100.08398694564941}",105.0,75.0,43.95785984388026,100.08398694564941,0.05,0.0,standard,,,
voting,8,2.22213128462899,33.3804292921984,True,32.0,33,285.0,34.91915370894388,174.59576854471942,20.382042135800404,19.86538385215143,45.0,165,33,0.0008572389997425489,1.0,"{'Growth Department': 52.0, 'Trading/Opportunity Team': 52.0, 'Compliance Department': 7.0, 'Operations Department': 14.6122366512475, 'Risk Department': 48.98353189347193}",52.0,7.0,14.6122366512475,48.98353189347193,0.05,0.0,standard,,,
voting,9,2.3317088253193505,32.84259620551662,True,20.0,21,200.0,19.13665693298274,95.68328466491369,20.358861622385263,19.94114989721117,50.0,105,21,0.0005367470002966002,1.0,"{'Growth Department': 35.0, 'Trading/Opportunity Team': 35.0, 'Compliance Department': -15.0, 'Operations Department': 7.757114860092098, 'Risk Department': 32.92616980482158}",35.0,-15.0,7.757114860092098,32.92616980482158,0.05,0.0,standard,,,
adaptive_voting,0,69.67236104108225,67.6758771687406,False,,100,685.0,135.89457245651252,679.4728622825626,1.7686840695799946,2.2108550869749934,5.527137717437483,500,100,0.002299345000210451,1.0,"{'Growth Department': 137.0, 'Trading/Opportunity Team': 137.0, 'Compliance Department': 137.0, 'Operations Department': 137.0, 'Risk Department': 131.47286228256252}",137.0,137.0,137.0,131.47286228256252,0.05,0.0,standard,,,
adaptive_voting,1,66.9696249311142,66.3024105404224,False,,100,680.0,134.88907720723995,674.4453860361998,1.7774764684160618,2.2218455855200774,5.554613963800193,500,100,0.0023384490013995674,1.0,"{'Growth Department': 136.0, 'Trading/Opportunity Team': 136.0, 'Compliance Department': 136.0, 'Operations Department': 136.0, 'Risk Department': 130.4453860361998}",136.0,136.0,136.0,130.4453860361998,0.05,0.0,standard,,,
adaptive_voting,2,51.380959438355596,62.0481507252628,False,,100,725.0,143.31520051625722,716.576002581286,2.391809942170139,2.5293222629760086,6.524814719849445,500,100,0.0024460530003125314,1.0,"{'Growth Department': 145.0, 'Trading/Opportunity Team': 145.0, 'Compliance Department': 145.0, 'Operations Department': 143.10081730113552, 'Risk Department': 138.47518528015055}",145.0,145.0,143.10081730113552,138.47518528015055,0.05,0.0,standard,,,
adaptive_voting,3,56.20562653363213,64.66273186680341,False,,100,700.0,138.47159937645503,692.3579968822752,2.207888770388495,2.3848127879654806,6.157301697203337,500,100,0.0023968249988683965,1.0,"{'Growth Department': 140.0, 'Trading/Opportunity Team': 140.0, 'Compliance Department': 140.0, 'Operations Department': 138.51529857947858, 'Risk Department': 133.84269830279666}",140.0,140.0,138.51529857947858,133.84269830279666,0.05,0.0,standard,,,
adaptive_voting,4,58.17804254658836,65.29952480902382,False,,100,700.0,138.8023950815183,694.0119754075915,1.914141043899749,2.388881044763259,5.975356931965024,500,100,0.0023369259979517665,1.0,"{'Growth Department': 140.0, 'Trading/Opportunity Team': 140.0, 'Compliance Department': 140.0, 'Operations Department': 139.98733233955662, 'Risk Department': 134.02464306803498}",140.0,140.0,139.98733233955662,134.02464306803498,0.05,0.0,standard,,,
adaptive_voting,5,53.966175157812074,66.57800071234274,False,,100,675.0,133.94479985353453,669.7239992676726,1.6883202343447465,2.110400292930933,5.276000732327333,500,100,0.0022331289983412717,1.0,"{'Growth Department': 135.0, 'Trading/Opportunity Team': 135.0, 'Compliance Department': 135.0, 'Operations Department': 135.0, 'Risk Department': 129.72399926767267}",135.0,135.0,135.0,129.72399926767267,0.05,0.0,standard,,,
adaptive_voting,6,60.92699753343467,65.34045092782094,False,,100,705.0,139.7634283248829,698.8171416244146,1.9785146801873361,2.4731433502341704,6.182858375585425,500,100,0.0023940319988469128,1.0,"{'Growth Department': 141.0, 'Trading/Opportunity Team': 141.0, 'Compliance Department': 141.0, 'Operations Department': 141.0, 'Risk Department': 134.81714162441457}",141.0,141.0,141.0,134.81714162441457,0.05,0.0,standard,,,
adaptive_voting,7,67.41942307917331,66.3702880715947,False,,100,670.0,132.95878390123715,664.7939195061857,1.6659457580205799,2.082432197525725,5.206080493814312,500,100,0.002342169998883037,1.0,"{'Growth Department': 134.0, 'Trading/Opportunity Team': 134.0, 'Compliance Department': 134.0, 'Operations Department': 134.0, 'Risk Department': 128.7939195061857}",134.0,134.0,134.0,128.7939195061857,0.05,0.0,standard,,,
adaptive_voting,8,66.17598232803269,63.09884204323073,False,,100,715.0,141.57287115338107,707.8643557669054,2.194261803915897,2.5847047173311264,6.578492041379661,500,100,0.002348067999264458,1.0,"{'Growth Department': 143.0, 'Trading/Opportunity Team': 143.0, 'Compliance Department': 143.0, 'Operations Department': 142.44284780828497, 'Risk Department': 136.42150795862034}",143.0,143.0,142.44284780828497,136.42150795862034,0.05,0.0,standard,,,
adaptive_voting,9,69.83042168178648,65.70824899609393,False,,100,695.0,137.82776651331454,689.1388325665728,1.8755735786967307,2.3444669733709134,5.861167433427283,500,100,0.002320389001397416,1.0,"{'Growth Department': 139.0, 'Trading/Opportunity Team': 139.0, 'Compliance Department': 139.0, 'Operations Department': 139.0, 'Risk Department': 133.13883256657272}",139.0,139.0,139.0,133.13883256657272,0.05,0.0,standard,,,
centralized_profit,0,1.8483152161513061,41.18400284333482,True,28.0,29,263.0,39.14307081894454,195.71535409472267,26.44975496204323,24.96956180817975,56.0,174,29,0.000839579999592388,0.3448275862068966,"{'Growth Department': 70.0, 'Trading/Opportunity Team': 68.0, 'Compliance Department': 14.0, 'Operations Department': 14.689031487229817, 'Risk Department': 29.026322607492872}",69.0,14.0,14.689031487229817,29.026322607492872,0.05,0.0,standard,0.0,Growth Department,profit
centralized_profit,1,4.089479018321196,42.27998224639113,True,33.0,34,295.0,41.983687596552265,209.91843798276133,31.518626102985372,28.82874796799752,73.0,204,34,0.0008661260035296436,0.38235294117647056,"{'Growth Department': 77.0, 'Trading/Opportunity Team': 74.0, 'Compliance Department': 4.0, 'Operations Department': 23.00858685634143, 'Risk Department': 31.909851126419916}",75.5,4.0,23.00858685634143,31.909851126419916,0.05,0.0,standard,0.0,Growth Department,profit
centralized_profit,2,4.338035117523937,42.54069893249637,True,32.0,33,290.0,42.24823283417809,211.24116417089044,29.239124103081668,27.432861422823507,63.0,198,33,0.0009482659988861997,0.36363636363636365,"{'Growth Department': 75.0, 'Trading/Opportunity Team': 75.0, 'Compliance Department': 12.0, 'Operations Department': 18.255474355739587, 'Risk Department': 30.985689815150877}",75.0,12.0,18.255474355739587,30.985689815150877,0.05,0.0,standard,0.0,Growth Department,profit
centralized_profit,3,0.11899953382095863,39.16340265250357,True,45.0,46,382.0,56.924077698495466,284.62038849247733,38.393095546875756,36.278770202866994,82.0,276,46,0.0011689579987432808,0.5869565217391305,"{'Growth Department': 102.0, 'Trading/Opportunity Team': 99.0, 'Compliance Department': 20.0, 'Operations Department': 23.04315283202652, 'Risk Department': 40.577235660450796}",100.5,20.0,23.04315283202652,40.577235660450796,0.05,0.0,standard,0.0,Growth Department,profit
centralized_profit,4,1.3112537610933046,43.10147593987937,True,33.0,34,301.0,45.71057028725993,228.55285143629965,28.195512042130236,26.511490338049704,61.0,204,34,0.0009987960002035834,0.38235294117647056,"{'Growth Department': 78.0, 'Trading/Opportunity Team': 77.0, 'Compliance Department': 17.0, 'Operations Department': 22.778049736686036, 'Risk Department': 33.77480169961362}",77.5,17.0,22.778049736686036,33.77480169961362,0.05,0.0,standard,0.0,Growth Department,profit
centralized_profit,5,0.5298569586378727,40.51503820275774,True,34.0,35,304.0,44.58653729845003,222.93268649225016,31.840274294736865,29.957717381385702,71.0,210,35,0.0008793019987933803,0.37142857142857144,"{'Growth Department': 81.0, 'Trading/Opportunity Team': 80.0, 'Compliance Department': 10.0, 'Operations Department': 22.998285657894613, 'Risk Department': 28.93440083435556}",80.5,10.0,22.998285657894613,28.93440083435556,0.05,0.0,standard,0.0,Growth Department,profit
centralized_profit,6,2.930299729868125,39.10164763628077,True,43.0,44,374.0,55.66309037757931,278.31545188789653,38.46468202068665,36.32527866537198,81.0,264,44,0.001074880998203298,0.5,"{'Growth Department': 100.0, 'Trading/Opportunity Team': 98.0, 'Compliance Department': 19.0, 'Operations Department': 19.59573737070843, 'Risk Department': 41.719714517188066}",99.0,19.0,19.59573737070843,41.719714517188066,0.05,0.0,standard,0.0,Growth Department,profit
centralized_profit,7,2.9252156516901344,41.44789995430101,True,30.0,31,269.0,38.41921667164194,192.0960833582097,29.747948518974034,27.516023571098174,67.0,186,31,0.0007471770004485734,0.41935483870967744,"{'Growth Department': 72.0, 'Trading/Opportunity Team': 70.0, 'Compliance Department': 5.0, 'Operations Department': 18.075321756412272, 'Risk Department': 27.02076160179744}",71.0,5.0,18.075321756412272,27.02076160179744,0.05,0.0,standard,0.0,Growth Department,profit
centralized_profit,8,4.437460763208252,39.720320965294,True,36.0,37,325.0,47.64449584327436,238.22247921637182,35.29883063102625,32.62027398005024,78.0,222,37,0.0009372360000270419,0.40540540540540543,"{'Growth Department': 86.0, 'Trading/Opportunity Team': 86.0, 'Compliance Department': 8.0, 'Operations Department': 21.38230855608594, 'Risk Department': 36.84017066028588}",86.0,8.0,21.38230855608594,36.84017066028588,0.05,0.0,standard,0.0,Growth Department,profit
centralized_profit,9,3.458430419380095,40.95304800614047,True,34.0,35,313.0,46.4827469343356,232.41373467167801,32.71770239533213,30.555740597658605,73.0,210,35,0.0008578589986427687,0.37142857142857144,"{'Growth Department': 84.0, 'Trading/Opportunity Team': 82.0, 'Compliance Department': 11.0, 'Operations Department': 23.514360029174156, 'Risk Department': 31.899374642503872}",83.0,11.0,23.514360029174156,31.899374642503872,0.05,0.0,standard,0.0,Growth Department,profit
centralized_sustainability,0,67.3415144048547,69.72039502201883,False,,100,662.0,131.49095587399216,657.4547793699609,12.974470601612516,15.535799400009836,39.54522063003911,600,100,0.0022868659980304074,0.99,"{'Growth Department': 140.0, 'Trading/Opportunity Team': 139.0, 'Compliance Department': 140.0, 'Operations Department': 138.0, 'Risk Department': 100.45477936996089}",139.5,140.0,138.0,100.45477936996089,0.05,0.0,standard,2.0,Compliance Department,sustainability
centralized_sustainability,1,67.7736911565485,69.48263087019673,False,,100,650.0,129.08808637750886,645.4404318875443,12.659061795985835,14.85751843980277,38.559568112455736,600,100,0.0022929139995540027,0.97,"{'Growth Department': 137.0, 'Trading/Opportunity Team': 135.0, 'Compliance Department': 138.0, 'Operations Department': 136.0, 'Risk Department': 99.44043188754426}",136.0,138.0,136.0,99.44043188754426,0.05,0.0,standard,2.0,Compliance Department,sustainability
centralized_sustainability,2,70.32944626189752,69.34664857445803,False,,100,657.0,130.4800863102515,652.4004315512575,14.111861903597587,15.7110227224253,41.59956844874246,600,100,0.0022061630006646737,0.95,"{'Growth Department': 139.0, 'Trading/Opportunity Team': 139.0, 'Compliance Department': 141.0, 'Operations Department': 134.0, 'Risk Department': 99.40043155125754}",139.0,141.0,134.0,99.40043155125754,0.05,0.0,standard,2.0,Compliance Department,sustainability
centralized_sustainability,3,70.80051879435766,69.27474355408037,False,,100,651.0,129.26518120239618,646.3259060119809,14.135710076166097,16.074181936330966,41.67409398801905,600,100,0.0021573320009338204,0.96,"{'Growth Department': 139.0, 'Trading/Opportunity Team': 137.0, 'Compliance Department': 139.0, 'Operations Department': 134.0, 'Risk Department': 97.32590601198095}",138.0,139.0,134.0,97.32590601198095,0.05,0.0,standard,2.0,Compliance Department,sustainability
centralized_sustainability,4,71.07383779055289,68.6431099309681,False,,100,657.0,130.46080899890552,652.3040449945275,14.142705601751176,16.18376865282973,41.69595500547243,600,100,0.002205389999289764,0.95,"{'Growth Department': 139.0, 'Trading/Opportunity Team': 140.0, 'Compliance Department': 140.0, 'Operations Department': 135.0, 'Risk Department': 98.30404499452757}",139.5,140.0,135.0,98.30404499452757,0.05,0.0,standard,2.0,Compliance Department,sustainability
centralized_sustainability,5,69.66558726020513,69.59067154575901,False,,100,634.0,125.97064541683122,629.8532270841561,12.046967333070047,14.101322754396614,36.1467729158439,600,100,0.002144386002328247,0.99,"{'Growth Department': 133.0, 'Trading/Opportunity Team': 134.0, 'Compliance Department': 134.0, 'Operations Department': 131.0, 'Risk Department': 97.8532270841561}",133.5,134.0,131.0,97.8532270841561,0.05,0.0,standard,2.0,Compliance Department,sustainability
centralized_sustainability,6,65.39702176459008,69.44865209567584,False,,100,663.0,131.6816236719681,658.4081183598406,12.509402124850995,14.677688112055966,37.59188164015936,600,100,0.0022256600022956263,0.97,"{'Growth Department': 140.0, 'Trading/Opportunity Team': 139.0, 'Compliance Department': 140.0, 'Operations Department': 137.0, 'Risk Department': 102.40811835984064}",139.5,140.0,137.0,102.40811835984064,0.05,0.0,standard,2.0,Compliance Department,sustainability
centralized_sustainability,7,66.5097142053612,68.94865908271298,False,,100,647.0,128.54357692404,642.7178846201999,13.53027692153601,15.04636103351357,40.28211537980003,600,100,0.00217087300188723,0.97,"{'Growth Department': 137.0, 'Trading/Opportunity Team': 135.0, 'Compliance Department': 139.0, 'Operations Department': 133.0, 'Risk Department': 98.71788462019997}",136.0,139.0,133.0,98.71788462019997,0.05,0.0,standard,2.0,Compliance Department,sustainability
centralized_sustainability,8,68.11388353305465,68.53919134323212,False,,100,670.0,133.0554733803358,665.277366901679,15.591242591462724,17.530806386478567,45.72263309832101,600,100,0.0021239349989627954,0.95,"{'Growth Department': 141.0, 'Trading/Opportunity Team': 144.0, 'Compliance Department': 144.0, 'Operations Department': 138.0, 'Risk Department': 98.27736690167899}",142.5,144.0,138.0,98.27736690167899,0.05,0.0,standard,2.0,Compliance Department,sustainability
centralized_sustainability,9,71.41886291613815,69.52983995469182,False,,100,657.0,130.46787082763586,652.3393541381793,13.651406675782654,16.095353247635586,41.6606458618208,600,100,0.002172402000724105,0.97,"{'Growth Department': 139.0, 'Trading/Opportunity Team': 138.0, 'Compliance Department': 140.0, 'Operations Department': 137.0, 'Risk Department': 98.3393541381792}",138.5,140.0,137.0,98.3393541381792,0.05,0.0,standard,2.0,Compliance Department,sustainability
centralized_risk_averse,0,76.76463744078006,76.6881673565012,False,,100,557.0,110.82559007406503,554.1279503703252,1.92,1.8225463750090298,4.0,600,100,0.002288166000653291,0.96,"{'Growth Department': 113.0, 'Trading/Opportunity Team': 113.0, 'Compliance Department': 109.0, 'Operations Department': 109.0, 'Risk Department': 110.1279503703252}",113.0,109.0,109.0,110.1279503703252,0.05,0.0,standard,4.0,Risk Department,risk_averse
centralized_risk_averse,1,75.0729394344332,76.83851915895926,False,,100,542.0,107.91597200901678,539.5798600450839,1.6,1.4241638996529522,4.0,600,100,0.0021930629991402384,0.96,"{'Growth Department': 110.0, 'Trading/Opportunity Team': 109.0, 'Compliance Department': 106.0, 'Operations Department': 107.0, 'Risk Department': 107.5798600450839}",109.5,106.0,107.0,107.5798600450839,0.05,0.0,standard,4.0,Risk Department,risk_averse
centralized_risk_averse,2,69.77618526815567,75.5370964372307,False,,100,573.0,113.94150591779228,569.7075295889614,2.56,2.283349782800106,6.0,600,100,0.002261635996546829,0.95,"{'Growth Department': 116.0, 'Trading/Opportunity Team': 117.0, 'Compliance Department': 111.0, 'Operations Department': 112.0, 'Risk Department': 113.70752958896144}",116.5,111.0,112.0,113.70752958896144,0.05,0.0,standard,4.0,Risk Department,risk_averse
