mechanism,composition,scale,final_reserve_mean,final_reserve_std,average_reserve_mean,average_reserve_std,steps_survived_mean,steps_survived_std,total_withdrawal_mean,total_withdrawal_std,average_reward_mean,average_reward_std,social_welfare_mean,social_welfare_std,mean_absolute_reward_gap_mean,mean_absolute_reward_gap_std,reward_std_mean,reward_std_std,reward_range_mean,reward_range_std,total_messages_mean,total_messages_std,total_rounds_mean,total_rounds_std,wall_time_seconds_mean,wall_time_seconds_std,debate_override_rate_mean,debate_override_rate_std,crisis_rate,reward_profit_mean,reward_profit_std,reward_sustainability_mean,reward_sustainability_std,reward_balanced_mean,reward_balanced_std,reward_risk_averse_mean,reward_risk_averse_std,leader_index,leader_name,leader_role
structured_debate,aggressive,compressed,39.24055185463743,22.053423962098073,54.059890020063314,7.282005717497288,97.05,9.572301048777199,677.7,76.28640632166181,129.60315633158046,20.385822671030827,648.0157816579025,101.92911335515413,21.250487882402982,5.258668540249221,22.41499622267378,4.8286346431945635,56.08951858723175,12.57617330119398,1455.75,143.58451573165797,194.1,19.144602097554397,0.003935319800257275,0.0005457029479904787,0.8741279614763956,0.025805651034723914,0.2,144.62500000000003,17.843772563509255,,,117.30273971360013,41.74573819466211,96.83804194430232,11.534434497633862,,,
independent,conservative,compressed,58.98766782789246,7.744992700381823,62.05993570508717,4.342295916217208,100.0,0.0,669.175,5.066076546889849,132.37051719472043,2.630286112737503,661.8525859736022,13.151430563687512,36.07907667163408,1.1052989369215582,35.37307479432194,0.7606892923517479,92.94628781689556,2.3900346855643373,0.0,0.0,0.0,0.0,0.0025207230499290747,0.00026008609018808706,0.0,0.0,0.0,195.05,1.7539429265154791,108.8375,1.5796297867405182,146.53365032731892,12.792968278925754,102.5939356462834,1.6658715804962612,,,
voting,conservative,compressed,66.50605499934242,4.2818391423551105,67.59746926951998,1.2539099677188141,100.0,0.0,627.125,14.402005525547292,124.43320601175662,2.9551127836403217,622.1660300587832,14.775563918201614,1.5473324227241139,0.21405158071018612,1.8861169784116432,0.1768816958782768,4.711857700808907,0.434078940730319,500.0,0.0,100.0,0.0,0.0027904867003599064,0.00014380220796411278,0.9989999999999999,0.003077935056255465,0.0,125.425,2.8804011051094585,125.425,2.8804011051094585,125.17788775959211,3.0933786391469247,120.71314229919108,3.1347840330546064,,,
adaptive_voting,conservative,compressed,68.94670394400173,2.622747045254124,69.32868448321881,0.957966421851187,100.0,0.0,608.375,14.98409244217979,120.82016289479877,3.058378877264892,604.1008144739938,15.291894386324463,1.3632859494644596,0.12891426355579666,1.6960154251897859,0.15237949992887864,4.246351658146687,0.3871031832183063,500.0,0.0,100.0,0.0,0.0074784523492780865,0.019753038035613874,0.9989999999999999,0.003077935056255465,0.0,121.675,2.996818488435958,121.675,2.996818488435958,121.6471661321405,3.0203869838272737,117.42864834185329,3.289832876495392,,,
centralized_profit,conservative,compressed,64.8361404222105,4.651927711869036,66.11372075067999,2.057574483138659,100.0,0.0,641.25,8.304247486424611,127.44818902101186,1.7609841310974863,637.2409451050593,8.804920655487429,25.11796252139468,0.8003864801154066,23.417638174044207,0.7468829420879055,60.04044021788584,2.4463547140213593,600.0,0.0,100.0,0.0,0.003259104899734666,0.0002537411847015346,0.6740000000000002,0.04783744404367334,0.0,162.1,2.6337885460422137,112.4125,2.543406077228764,148.25638532294508,2.057520391203821,102.05955978211416,1.644554241119332,0.0,Growth Department,profit
centralized_sustainability,conservative,compressed,68.79398851982026,2.614981459580945,69.44183864207689,1.0263384802816027,100.0,0.0,607.2,13.520355024924458,120.66575482142832,2.7836380720845755,603.3287741071415,13.918190360422878,9.902401599922257,0.8521878648418155,11.041840382326347,1.0462087815476948,29.252446079053605,2.724135515582178,600.0,0.0,100.0,0.0,0.0038589780997426715,0.0007983073281393373,0.9395,0.019324105480761015,0.0,127.05,3.1576973622529043,125.9125,3.464362742341846,125.6312201861952,3.306067479527894,98.82255392094639,1.0344444175075054,1.0,Compliance Department,sustainability
centralized_risk_averse,conservative,compressed,74.4839336012179,3.7567628258447034,75.35726023592159,1.4761972224498312,100.0,0.0,523.075,5.405345794479271,103.9875872764319,1.0949669003781957,519.9379363821597,5.474834501890966,1.103419007408591,0.23322976694347405,1.0740879327595212,0.22685818346745687,3.0705040448211363,0.6640057547350895,600.0,0.0,100.0,0.0,0.003608452399748785,0.00025245228412036733,0.9644999999999999,0.015719582155957427,0.0,105.675,1.5498302114136653,103.6375,0.8089751476242544,104.21980049242984,0.9563804631753686,102.7681358897297,1.645998150579851,4.0,Risk Department,risk_averse
structured_debate,conservative,compressed,61.161733914036176,6.76045041451825,63.331987450680586,3.4094092321967437,100.0,0.0,662.15,4.000328933843736,131.31037994592944,1.406333984043927,656.551899729647,7.0316699202196356,35.35985111117622,1.2814203945026263,34.34385442976539,0.9842221864888827,89.79905657173482,2.237649734789115,1500.0,0.0,200.0,0.0,0.004187596299925644,0.00045483087023036816,0.081,0.024899799195977467,0.0,191.0,1.5976957091221622,107.85,1.5631446038775745,148.65095630138177,5.700668380441248,101.20094342826518,1.2633788880134706,,,
independent,free_rider,compressed,2.142538220661571,1.800496797831582,45.41221836000129,2.8842768287111227,37.95,9.511627233632474,312.45,80.11536090308512,55.13968684537425,17.608099897544403,275.69843422687126,88.040499487722,36.897607682813785,6.981424841740202,33.78711854985274,6.464839657494418,92.40848224445743,17.262866683848554,0.0,0.0,0.0,0.0,0.0009114892996876734,0.00023868140213618327,0.0,0.0,1.0,67.3125,18.82168314946746,13.3,13.024672942656098,22.185934226871268,11.929188421019406,,,,,
voting,free_rider,compressed,1.7022350297571762,1.6298590812667124,44.915383891436655,2.5856953122021387,23.95,3.804083678309265,222.25,35.06478965692238,35.67844955516329,7.297823719448315,178.39224777581643,36.48911859724157,17.405240355869367,2.376364973462821,16.054676445486045,2.1275175903323804,45.475,6.389187000418425,119.75,19.020418391546325,23.95,3.804083678309265,0.0007764089501506533,0.00013336684176980723,1.0,0.0,1.0,39.45,7.012957931384475,16.2,7.040110645063531,21.617247775816434,6.171838495950343,,,,,
adaptive_voting,free_rider,compressed,14.395447914719403,16.01180715885685,39.85152535467843,2.445765919120539,80.0,25.314859376720975,570.875,178.436696352693,104.78867030362326,42.09600301303823,523.9433515181164,210.48001506519114,42.769926572369876,9.937766795370532,40.47504325606031,9.459003425099262,119.95539259542802,28.492902414439598,400.0,126.57429688360487,80.0,25.314859376720975,0.0028167924996523653,0.000903550466668976,0.9995,0.002236067977499791,0.55,111.425,37.6417583766249,81.175,56.6564612843333,51.40585151811631,29.242341887025486,,,,,
centralized_profit,free_rider,compressed,2.412400001923225,1.3156105168114618,45.131328526734634,2.8852654472729307,41.6,11.659195602839125,334.225,95.02776256386728,58.43361161948699,20.207117377946116,292.1680580974349,101.03558688973058,39.38302783370202,8.98086561623379,36.00276481257659,8.318558687283803,98.11198205807258,22.05926943070638,249.6,69.95517361703475,41.6,11.659195602839125,0.0016227819498453755,0.00040422726042668977,0.18052023777922066,0.05659408206126114,1.0,72.85,22.418918232975518,12.75,13.878703867891684,23.330558097434935,12.40880175967482,,,0.0,Growth Department,profit
centralized_sustainability,free_rider,compressed,68.46869603165483,3.220350305054713,68.92385686623551,0.9320158294306755,100.0,0.0,612.925,14.818440680804654,134.85490525725643,3.269004535113056,674.274526286282,16.345022675565293,20.392151588389744,0.7219113810612401,24.672292938583073,0.7406903495511556,63.17547371371794,2.0767470162978,600.0,0.0,100.0,0.0,0.005649400150286965,0.0025310550066395985,0.9680000000000002,0.016733200530681523,0.0,122.725,3.0617547428334553,123.55,3.1283928949643074,121.11202628628205,2.7535295620505793,,,2.0,Compliance Department,sustainability
structured_debate,free_rider,compressed,35.54395967162096,26.1569537850334,55.22016693885193,5.535749241512771,93.0,15.11360488538651,660.875,107.97171596009957,139.67027146125605,29.343228759234044,698.3513573062803,146.7161437961702,44.267894910260644,6.841923263650153,42.35908342453534,5.650300758569073,127.2125,16.467327100719935,1395.0,226.70407328079762,186.0,30.22720977077302,0.0049587901496124685,0.001082662668319931,0.8524560669512393,0.05285201674241691,0.35,139.9625,24.337981336304697,86.175,29.91491222925801,118.86385730628032,37.440472959171515,,,,,
